2023-11-01T10:52:47.489Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:52:48.309Z	DEBUG	controller.pricing	updated on-demand pricing	{"commit": "322822a", "instance-type-count": 738}
2023-11-01T10:52:48.459Z	DEBUG	controller.deprovisioning	discovered instance types	{"commit": "322822a", "count": 735}
2023-11-01T10:52:48.603Z	DEBUG	controller.deprovisioning	discovered offerings for instance types	{"commit": "322822a", "zones": ["eu-west-1a", "eu-west-1b"], "instance-type-count": 737, "node-template": "default"}
2023-11-01T10:52:57.489Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:53:07.490Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:53:17.492Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:53:27.493Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:53:37.493Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:53:47.494Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:53:57.496Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:07.495Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:17.497Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:26.490Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:26.527Z	INFO	controller.provisioner	found provisionable pod(s)	{"commit": "322822a", "pods": "karpenter-test/inflate-5947bd9774-7jw4m, karpenter-test/inflate-5947bd9774-gpz9h, karpenter-test/inflate-5947bd9774-j5ffh"}
2023-11-01T10:54:26.527Z	INFO	controller.provisioner	computed new machine(s) to fit pod(s)	{"commit": "322822a", "machines": 1, "pods": 3}
2023-11-01T10:54:26.556Z	INFO	controller.provisioner	created machine	{"commit": "322822a", "provisioner": "default", "machine": "default-kfrpw", "requests": {"cpu":"3125m","pods":"6"}, "instance-types": "c3.2xlarge, c3.4xlarge, c3.xlarge, c4.2xlarge, c4.xlarge and 95 other(s)"}
2023-11-01T10:54:27.153Z	DEBUG	controller.machine.lifecycle	created launch template	{"commit": "322822a", "machine": "default-kfrpw", "provisioner": "default", "launch-template-name": "karpenter.k8s.aws/10495232733076683023", "id": "lt-0f15140f666e0c6ea"}
2023-11-01T10:54:27.557Z	DEBUG	controller.provisioner	waiting on cluster sync	{"commit": "322822a"}
2023-11-01T10:54:28.720Z	DEBUG	controller.deprovisioning	waiting on cluster sync	{"commit": "322822a"}
2023-11-01T10:54:29.332Z	INFO	controller.machine.lifecycle	launched machine	{"commit": "322822a", "machine": "default-kfrpw", "provisioner": "default", "provider-id": "aws:///eu-west-1a/i-0303feb64fdb8625c", "instance-type": "m6i.xlarge", "zone": "eu-west-1a", "capacity-type": "spot", "allocatable": {"cpu":"3920m","ephemeral-storage":"17Gi","memory":"14162Mi","pods":"58"}}
2023-11-01T10:54:36.492Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:37.522Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:46.492Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:47.510Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:48.172Z	DEBUG	controller.machine.lifecycle	registered machine	{"commit": "322822a", "machine": "default-kfrpw", "provisioner": "default", "provider-id": "aws:///eu-west-1a/i-0303feb64fdb8625c", "node": "ip-10-0-132-168.eu-west-1.compute.internal"}
2023-11-01T10:54:56.494Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:54:57.291Z	DEBUG	controller.machine.lifecycle	initialized machine	{"commit": "322822a", "machine": "default-kfrpw", "provisioner": "default", "provider-id": "aws:///eu-west-1a/i-0303feb64fdb8625c", "node": "ip-10-0-132-168.eu-west-1.compute.internal"}
2023-11-01T10:54:57.499Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:07.500Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:09.870Z	DEBUG	controller.deprovisioning	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:17.500Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:27.502Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:37.502Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:47.503Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:55:57.503Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:56:07.505Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:56:17.506Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:56:27.506Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:56:37.506Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:56:47.506Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:56:57.508Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:57:07.509Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:57:17.509Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:57:27.510Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:57:37.927Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
2023-11-01T10:57:47.056Z	DEBUG	controller.awsnodetemplate	discovered subnets	{"commit": "322822a", "awsnodetemplate": "default", "subnets": ["subnet-02522ca73ffd5c944 (eu-west-1b)", "subnet-0f364b0d391d7c8ab (eu-west-1a)"]}
2023-11-01T10:57:47.511Z	DEBUG	controller.provisioner	ignoring pod, configured to not run on a Karpenter provisioned node via karpenter.sh/provisioner-name DoesNotExist requirement	{"commit": "322822a", "pod": "karpenter/karpenter-6b847fdbcd-bq4q6"}
